record_id,query_id,source_query_id,source_task_type,query_text,query_type,physical_target_text,affective_target_text,instruction_text,display_order,pano_id,best_yaw,yaw,lng,lat,image_path,image_file_name,web_path,copy_status,source_final_csv,review_id,mode,dedupe_key,copied_image_path,methods_present,num_methods_present,m1_clip_rank,m1_clip_score,m1_clip_source_csv,m2_finetuned_clip_rank,m2_finetuned_clip_score,m2_finetuned_clip_source_csv,b1_siglip_rank,b1_siglip_score,b1_siglip_source_csv,m3_qwen_rerank_rank,m3_qwen_rerank_score,m3_qwen_rerank_source_csv,placeseek_physical_m5_rank,placeseek_physical_m5_score,placeseek_physical_m5_source_csv,placeseek_physical_affective_m5_rank,placeseek_physical_affective_m5_score,placeseek_physical_affective_m5_source_csv,human_physical_label,human_affective_label,human_overall_label,notes,best_view_path,best_method_rank,placeseek_affective_only_rank,placeseek_affective_only_score,placeseek_affective_only_source_csv
A1_0001,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,584,jKDSI6KxQMyDYatAHXnvww,180,180,9.1807378,45.4615741,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jKDSI6KxQMyDYatAHXnvww_180.jpg,A1_0001.jpg,images/A1_0001.jpg,copied,,A1_0001,m5,jkdsi6kxqmydyatahxnvww::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0001.jpg,m1_clip,1,1,0.23583984,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jKDSI6KxQMyDYatAHXnvww_180.jpg,,,,
A1_0012,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,545,5QWcVM9CjDrpCoYfpwchBA,90,90,9.1913956,45.4608347,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\5QWcVM9CjDrpCoYfpwchBA_090.jpg,A1_0012.jpg,images/A1_0012.jpg,copied,,A1_0012,m5,5qwcvm9cjdrpcoyfpwchba::90,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0012.jpg,m1_clip,1,12,0.23266602,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\5QWcVM9CjDrpCoYfpwchBA_090.jpg,,,,
A1_0013,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,133,AjoOgj_20z0JzaKgGyXjtg,180,180,9.147179408,45.50224748,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\AjoOgj_20z0JzaKgGyXjtg_180.jpg,A1_0013.jpg,images/A1_0013.jpg,copied,,A1_0013,m5,ajoogj_20z0jzakggyxjtg::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0013.jpg,m1_clip | placeseek_physical_m5,2,13,0.23242188,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,19,0.8238882042523428,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A1_m5_physical\a1_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\AjoOgj_20z0JzaKgGyXjtg_180.jpg,,,,
A1_0014,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,305,wZBXIyt0M7xsZb3n5kJ2Fw,0,0,9.184526578,45.46958012,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\wZBXIyt0M7xsZb3n5kJ2Fw_000.jpg,A1_0014.jpg,images/A1_0014.jpg,copied,,A1_0014,m5,wzbxiyt0m7xszb3n5kj2fw::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0014.jpg,m1_clip,1,14,0.23242188,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\wZBXIyt0M7xsZb3n5kJ2Fw_000.jpg,,,,
A1_0015,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,213,NgoafnF-_6VQDE56qxDBAA,180,180,9.186314,45.4610755,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NgoafnF-_6VQDE56qxDBAA_180.jpg,A1_0015.jpg,images/A1_0015.jpg,copied,,A1_0015,m5,ngoafnf-_6vqde56qxdbaa::180,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0015.jpg,m1_clip | m3_qwen_rerank,2,15,0.23242188,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,3,0.23242188,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_M3\M3_Results\A1\a1_m3_qwen_reranked.csv,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NgoafnF-_6VQDE56qxDBAA_180.jpg,,,,
A1_0016,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,178,75lbqv5fOm3xXfHTbwaZdw,0,0,9.189029891,45.44205407,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\75lbqv5fOm3xXfHTbwaZdw_000.jpg,A1_0016.jpg,images/A1_0016.jpg,copied,,A1_0016,m5,75lbqv5fom3xxfhtbwazdw::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0016.jpg,m1_clip,1,16,0.2322998,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\75lbqv5fOm3xXfHTbwaZdw_000.jpg,,,,
A1_0017,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,107,73fcCaBZKjSxHgv3IUtuoQ,0,0,9.168960673,45.45470376,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\73fcCaBZKjSxHgv3IUtuoQ_000.jpg,A1_0017.jpg,images/A1_0017.jpg,copied,,A1_0017,m5,73fccabzkjsxhgv3iutuoq::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0017.jpg,m1_clip | placeseek_physical_m5,2,17,0.2322998,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,20,0.8234277616588787,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A1_m5_physical\a1_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\73fcCaBZKjSxHgv3IUtuoQ_000.jpg,,,,
A1_0018,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,564,cUxqZP54hlrctNw7TDxn3w,0,0,9.20061941,45.46430708,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\cUxqZP54hlrctNw7TDxn3w_000.jpg,A1_0018.jpg,images/A1_0018.jpg,copied,,A1_0018,m5,cuxqzp54hlrctnw7tdxn3w::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0018.jpg,m1_clip | placeseek_physical_m5,2,18,0.23217773,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,11,0.834664704012146,D:\AAG\Milano_SVI\lang2img\3_Rerank\Rerank_Semantic\A1_m5_physical\a1_m5_physical_semantic_reranked.csv,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\cUxqZP54hlrctNw7TDxn3w_000.jpg,,,,
A1_0019,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,420,X-P0y--t2ANHQGtvDwjfuQ,0,0,9.1429825,45.450755,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\X-P0y--t2ANHQGtvDwjfuQ_000.jpg,A1_0019.jpg,images/A1_0019.jpg,copied,,A1_0019,m5,x-p0y--t2anhqgtvdwjfuq::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0019.jpg,m1_clip,1,19,0.23205566,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\X-P0y--t2ANHQGtvDwjfuQ_000.jpg,,,,
A1_0020,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,503,iGtxTOnQ9DdwmZwMhf-2yw,0,0,9.20516242,45.46368726,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\iGtxTOnQ9DdwmZwMhf-2yw_000.jpg,A1_0020.jpg,images/A1_0020.jpg,copied,,A1_0020,m5,igtxtonq9ddwmzwmhf-2yw::0,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0020.jpg,m1_clip,1,20,0.23181152,D:\AAG\Milano_SVI\lang2img\0_M1_CLIP\M1_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\iGtxTOnQ9DdwmZwMhf-2yw_000.jpg,,,,
A1_0021,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,452,ofVqAK6dV6ItTJpN5c6LCg,270,270,9.184976,45.4723792,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ofVqAK6dV6ItTJpN5c6LCg_270.jpg,A1_0021.jpg,images/A1_0021.jpg,copied,,A1_0021,m5,ofvqak6dv6ittjpn5c6lcg::270,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0021.jpg,m2_finetuned_clip,1,,,,1,0.22949219,D:\AAG\Milano_SVI\lang2img\0_M2_fineturned_Clip\M2_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ofVqAK6dV6ItTJpN5c6LCg_270.jpg,,,,
A1_0022,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,552,hs1h8Mfzu0zJAnf1l2CmGQ,90,90,9.224028,45.4700158,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hs1h8Mfzu0zJAnf1l2CmGQ_090.jpg,A1_0022.jpg,images/A1_0022.jpg,copied,,A1_0022,m5,hs1h8mfzu0zjanf1l2cmgq::90,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0022.jpg,m2_finetuned_clip,1,,,,3,0.22802734,D:\AAG\Milano_SVI\lang2img\0_M2_fineturned_Clip\M2_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hs1h8Mfzu0zJAnf1l2CmGQ_090.jpg,,,,
A1_0023,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,340,amkoUcRt-7RzjxItXatDXQ,270,270,9.179517313,45.4657079,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\amkoUcRt-7RzjxItXatDXQ_270.jpg,A1_0023.jpg,images/A1_0023.jpg,copied,,A1_0023,m5,amkoucrt-7rzjxitxatdxq::270,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0023.jpg,m2_finetuned_clip,1,,,,4,0.22753906,D:\AAG\Milano_SVI\lang2img\0_M2_fineturned_Clip\M2_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\amkoUcRt-7RzjxItXatDXQ_270.jpg,,,,
A1_0024,A1,,,I want to find a walkable street surrounded by vintage-style historic buildings.,affective_heavy,sidewalk; low traffic; vintage building facade; street in human scale; not avenues,walkable; vintage-style,,93,ur_Q3wL7PFW2xrc0It1IEg,270,270,9.1804106,45.4656435,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ur_Q3wL7PFW2xrc0It1IEg_270.jpg,A1_0024.jpg,images/A1_0024.jpg,copied,,A1_0024,m5,ur_q3wl7pfw2xrc0it1ieg::270,D:\AAG\Milano_SVI\lang2img\4_FindTop20\outputs_physical_affective\A1_m5_physical_affective\images\A1_0024.jpg,m2_finetuned_clip,1,,,,5,0.22729492,D:\AAG\Milano_SVI\lang2img\0_M2_fineturned_Clip\M2_Results\A1\a1_candidates_baseline_q99_top2mean.csv,,,,,,,,,,,,,,,,,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ur_Q3wL7PFW2xrc0It1IEg_270.jpg,,,,
